E1,pt1,eta1,phi1,E2,pt2,eta2,phi2,Rapidity,Pt,Class
153.5147,87.9642,-1.1555,-2.1515,75.5233,22.1753,-1.8963,-2.1515,-1.311,70.1366,1
42.8744,37.7754,0.5139,1.6403,55.6444,26.1274,-1.3888,1.6403,-0.3017,19.2048,1
74.9668,46.8943,1.0459,-1.9303,36.5885,36.0782,0.168,-1.9303,0.6608,17.3251,1
35.2159,33.5464,0.3142,-1.5834,131.385,26.6038,2.2798,-1.5834,1.2097,7.3905,1
38.8162,37.0233,0.31,0.9305,73.2164,30.8105,-1.5112,0.9305,-0.5344,56.8313,1
80.236,43.1831,-1.2308,-0.4359,38.5596,37.0002,-0.2893,-0.4359,-0.7939,7.8427,1
54.5886,37.8131,-0.9102,-0.2349,45.2121,35.0294,0.7451,-0.2349,-0.1085,33.4437,1
67.4246,67.4048,-0.0243,-1.0036,46.8813,39.8675,-0.5848,-1.0036,-0.2343,62.681,1
91.5056,83.6992,0.4286,-0.421,22.6346,22.4263,-0.1362,-0.421,0.3064,65.6794,1
121.7683,42.4691,-1.7146,-1.0174,34.8738,33.2005,-0.3162,-1.0174,-1.0895,25.5071,1
70.3718,63.2435,-0.4704,0.3099,68.3393,50.8935,-0.806,0.3099,-0.6202,71.0223,1
63.4964,49.5075,0.7351,-2.7761,73.2318,38.4372,1.2604,-2.7761,0.9654,11.3283,1
75.131,30.7616,1.5413,1.405,27.4453,20.8588,-0.7751,1.405,0.5418,10.5386,1
204.7326,47.6356,2.1375,2.6557,222.6033,42.7045,2.3349,2.6557,2.2308,16.5746,1
143.045,26.994,-2.3517,-0.8448,23.002,22.9199,0.0847,-0.8448,-1.2021,6.0539,1
168.0097,38.8719,2.1432,-0.0212,56.1183,38.7269,0.9154,-0.0212,1.5303,4.2726,1
88.7314,43.9217,-1.3286,-0.191,80.6933,43.2946,-1.2345,-0.191,-1.2819,8.1713,1
79.3849,43.9476,-1.1971,-0.1718,178.9564,34.4341,-2.3319,-0.1718,-1.7021,9.5956,1
123.6379,39.9437,-1.7959,-0.5129,52.0648,37.9213,-0.8389,-0.5129,-1.3289,3.848,1
79.9383,49.2065,-1.0664,2.6506,62.5448,41.0625,-0.9829,2.6506,-1.0284,9.4687,1
85.9734,54.5104,1.0285,0.0506,90.19,34.5622,1.6134,0.0506,1.2572,22.6166,1
216.4678,67.2347,1.8374,-1.4352,114.3096,33.9088,1.8856,-1.4352,1.8535,33.5737,1
72.449,62.0907,0.5699,-1.436,52.7978,28.9956,-1.2068,-1.436,-0.0543,81.4298,1
75.2489,45.5768,-1.0868,0.6129,34.3229,34.2055,0.0828,0.6129,-0.5771,18.3008,1
35.2859,31.3936,-0.493,-2.3391,53.8636,29.0431,-1.2286,-2.3391,-0.8471,5.0668,1
52.9147,41.9241,-0.7091,0.5005,41.8088,40.1926,0.2826,0.5005,-0.2229,2.6149,1
193.6773,50.8761,-2.0122,0.0441,95.7438,39.803,-1.5246,0.0441,-1.7976,22.7989,1
46.3098,44.072,-0.3173,-2.3955,46.4635,40.4794,0.5373,-2.3955,0.0928,8.6673,1
105.4877,47.1919,-1.4432,-3.0761,73.5544,45.5806,-1.0579,-3.0761,-1.2539,8.8402,1
62.9388,30.9652,1.3356,-1.4948,35.0571,29.7598,-0.5881,-1.4948,0.3885,15.4129,1
173.4649,59.7716,-1.7275,1.498,36.3413,27.558,-0.7786,1.498,-1.4175,32.2165,1
46.3891,46.373,-0.0263,2.6997,44.5369,36.6179,-0.6464,2.6997,-0.301,23.9236,1
51.0074,37.5687,0.8224,2.3505,150.6285,31.2577,2.2548,2.3505,1.4822,20.567,1
83.0289,49.2264,1.1135,-0.6485,54.128,39.7729,0.8259,-0.6485,0.9849,9.5648,1
61.921,44.9722,0.843,3.1208,118.9523,38.3503,1.798,3.1208,1.2852,8.6297,1
123.1381,51.55,-1.5169,-3.0874,87.0859,39.8183,-1.4188,-3.0874,-1.4741,11.7446,1
111.8538,52.6611,-1.3858,-2.6674,88.1117,40.0824,-1.4245,-2.6674,-1.4025,14.7335,1
109.7429,92.8157,0.5951,-2.3515,91.1615,54.9741,1.0923,-2.3515,0.7813,122.9326,1
46.682,46.2411,0.138,0.4638,51.2231,42.0796,0.6478,0.4638,0.3812,4.2421,1
143.184,29.241,2.2711,-2.6623,28.1334,27.5866,0.1988,-2.6623,1.2575,4.5634,1
58.1405,39.3285,0.9428,0.6179,38.7993,28.0701,-0.8486,0.6179,0.1669,30.111,1
245.9861,58.7886,2.1099,2.8612,98.9125,34.7082,1.7081,2.8612,1.9601,24.0815,1
48.6561,20.611,1.5039,-2.2592,46.8331,20.0279,-1.4934,-2.2592,0.0182,3.4267,1
148.1345,37.5208,-2.0499,-0.0003,48.1023,36.3274,-0.7848,-0.0003,-1.4264,1.6526,1
48.9637,43.147,-0.5136,-0.3229,44.4191,30.7639,0.9104,-0.3229,0.0955,15.1005,1
157.2434,45.5689,-1.91,-2.052,36.6388,36.1953,-0.1564,-2.052,-1.1142,10.2299,1
48.1303,42.3115,0.5186,1.4168,43.902,41.2221,0.3587,1.4168,0.4397,53.7888,1
103.6012,57.1922,-1.2005,-0.7881,88.6774,29.3977,-1.7686,-0.7881,-1.3955,30.664,1
58.8272,39.7287,-0.945,-0.9457,37.2022,32.8868,0.5068,-0.9457,-0.2776,18.9422,1
37.9194,36.0657,0.3193,-1.0404,128.9845,33.8539,2.0131,-1.0404,1.1444,34.8217,1
36.3638,33.3786,-0.4198,1.9553,66.6356,30.3275,1.424,1.9553,0.4673,3.321,1
95.1001,44.1066,1.4027,-2.1656,182.2769,34.1406,2.3593,-2.1656,1.8243,23.2275,1
131.8254,42.5569,-1.7966,1.5068,59.2965,42.2223,-0.8715,1.5068,-1.3358,2.6573,1
58.5553,27.735,-1.3789,2.5591,39.8504,27.5825,0.9113,2.5591,-0.2361,9.9066,1
55.0567,46.0943,-0.6139,-2.5255,44.9828,43.5926,-0.2519,-2.5255,-0.4379,10.0136,1
96.6955,47.4354,1.3389,-2.0796,43.2887,42.2881,0.2171,-2.0796,0.8072,16.4488,1
91.5239,42.8812,-1.3913,1.3677,37.2776,35.6175,-0.3041,1.3677,-0.8936,16.1839,1
236.013,43.5136,-2.3754,2.475,147.6489,42.7573,-1.9108,2.475,-2.1451,31.7455,1
64.8903,51.8726,0.6944,2.9911,89.3653,36.3628,1.5481,2.9911,1.0504,23.613,1
69.1478,54.2806,-0.7242,0.6024,54.1644,38.6008,-0.8703,0.6024,-0.7849,15.7102,1
91.1174,41.7405,-1.4167,2.6464,27.5239,25.654,0.3795,2.6464,-0.691,21.9411,1
161.6161,45.0166,-1.9514,-2.5387,80.7671,42.6519,-1.2532,-2.5387,-1.6114,2.6123,1
47.5729,44.6811,-0.3579,1.2525,71.8976,37.1409,-1.2791,1.2525,-0.7788,10.5263,1
65.1785,42.8629,0.9806,-0.5736,110.8357,37.8519,1.737,-0.5736,1.3364,8.565,1
45.5195,38.9323,0.5738,-0.1854,51.1346,37.2127,-0.8401,-0.1854,-0.1194,13.8748,1
44.1935,44.1764,0.0278,-2.4424,44.4507,44.0041,-0.1424,-2.4424,-0.0571,7.1506,1
48.6411,46.3285,-0.3147,2.7182,56.5075,27.3562,1.354,2.7182,0.342,41.1213,1
134.7532,81.1681,1.0937,2.8889,42.2362,28.2405,0.9585,2.8889,1.0588,59.9723,1
322.2174,66.3912,-2.262,1.9024,79.3607,28.4307,-1.6859,1.9024,-2.0867,37.9731,1
222.9863,51.2961,-2.1491,-2.9862,175.2592,41.166,-2.1277,-2.9862,-2.1396,13.5745,1
52.8881,43.4993,-0.6457,-1.0911,40.1961,37.5294,0.3748,-1.0911,-0.1701,18.5499,1
54.4498,42.8148,-0.7215,1.5457,117.3556,41.2602,-1.706,1.5457,-1.2053,18.3694,1
43.566,42.2192,-0.2519,-1.4005,47.8845,39.2568,0.6514,-1.4005,0.1844,8.7883,1
106.475,31.8003,-1.8785,-1.3669,29.942,29.938,-0.0164,-1.3669,-0.9695,5.5652,1
184.1262,36.4076,2.3041,0.707,33.3228,28.5714,-0.569,0.707,0.9756,7.858,1
198.8016,81.9843,1.5334,-0.2974,54.8773,28.6749,1.2657,-0.2974,1.4637,55.4764,1
91.0578,46.5754,1.2906,-2.1936,37.1491,35.5446,0.2994,-2.1936,0.8567,30.0232,1
70.6697,49.2302,-0.9023,1.6343,42.1781,39.7412,-0.3484,1.6343,-0.6542,9.5578,1
40.0264,38.3109,-0.2982,-0.4973,94.3229,33.6093,-1.6917,-0.4973,-0.9555,7.0628,1
97.6474,89.9179,0.4117,2.4192,29.0099,28.8759,0.0963,2.4192,0.3346,77.0859,1
25.5027,23.9124,-0.3627,-1.3638,99.0435,21.8583,2.1917,-1.3638,0.8761,2.5382,1
41.1903,25.2059,1.0738,2.7403,45.8337,23.5899,-1.2834,2.7403,-0.0774,6.4453,1
71.5524,27.5916,1.6066,-2.8689,30.9651,21.6121,-0.8997,-2.8689,0.457,12.1005,1
152.0846,43.645,1.9202,-2.0494,117.7065,42.5992,1.675,-2.0494,1.7991,5.4878,1
107.0754,42.2122,-1.5826,-0.5863,37.5751,30.9055,-0.6457,-0.5863,-1.1818,11.4182,1
46.4095,43.9036,0.3363,-2.4529,42.0247,41.9811,-0.0456,-2.4529,0.1496,3.0405,1
38.9714,38.1014,-0.2133,2.3196,82.075,34.3341,1.5177,2.3196,0.6158,4.1528,1
134.2146,46.0497,-1.732,-1.7007,173.9468,43.0049,-2.0749,-1.7007,-1.8977,9.7888,1
31.82,27.0139,0.588,-2.1756,72.2064,24.523,-1.7429,-2.1756,-0.5377,3.0205,1
67.9393,53.3078,0.7249,-1.7302,52.229,49.6864,0.3186,-1.7302,0.5288,3.7895,1
229.8836,44.5331,2.325,-2.8389,199.0147,44.2946,2.183,-2.8389,2.2542,34.1279,1
55.5014,42.513,0.763,1.9783,93.4861,41.0945,1.4628,1.9783,1.1072,1.5678,1
51.1839,50.5987,0.1519,2.0301,43.2937,35.5245,-0.6499,2.0301,-0.1822,21.2555,1
125.2735,47.0755,1.6346,0.1367,53.6259,40.6787,0.7781,0.1367,1.2358,19.0074,1
50.1384,47.9514,0.3009,-0.1425,48.716,44.4708,0.4335,-0.1425,0.3647,3.7157,1
46.047,44.6442,-0.25,1.522,103.4021,26.3654,-2.0431,1.522,-0.9605,30.4122,1
52.3903,51.1281,0.2217,3.0415,46.067,42.2206,0.4237,3.0415,0.3131,10.6594,1
159.4858,35.6389,-2.1789,0.8663,26.7106,26.2671,-0.1835,0.8663,-1.2969,16.6885,1
184.3078,82.3392,-1.4448,-1.6848,35.6699,27.7556,-0.7383,-1.6848,-1.2614,56.4086,1
60.6243,47.0996,0.7408,-1.9609,60.8003,43.5031,0.8646,-1.9609,0.8002,13.1907,1
102.2621,44.347,-1.4779,-3.0491,31.3575,30.7721,-0.1948,-3.0491,-0.939,17.3673,1
67.2281,52.1832,-0.7422,-2.6576,39.2103,38.7866,0.1477,-2.6576,-0.3589,58.1196,1
52.4316,49.2024,-0.3603,0.0921,44.9448,30.6274,0.9327,0.0921,0.1529,37.6612,1
153.4638,47.2122,1.8474,1.1637,49.3832,38.115,0.7512,1.1637,1.3525,31.8398,1
96.9488,60.5872,-1.0471,-1.2711,39.7804,35.5733,-0.4817,-1.2711,-0.8361,25.3705,1
78.8748,47.1973,-1.102,-1.405,39.4196,39.2069,-0.1041,-1.405,-0.6457,32.4339,1
75.9005,53.3174,0.8907,-2.1968,37.0152,35.9906,0.2381,-2.1968,0.6256,17.3333,1
47.4374,38.3832,-0.674,-3.0214,129.5621,35.8209,-1.9591,-3.0214,-1.297,3.4192,1
39.9671,39.854,-0.0753,-3.028,79.0231,30.3234,-1.6119,-3.028,-0.7557,15.0025,1
60.6106,48.8712,0.6799,-1.7598,44.2,44.057,-0.0806,-1.7598,0.3185,6.0794,1
238.5733,42.9807,2.3989,0.3503,141.1808,38.2195,1.981,0.3503,2.202,5.3248,1
87.2215,44.1587,-1.3025,-0.5528,34.0662,33.7418,-0.1386,-0.5528,-0.7907,11.6161,1
43.7846,43.7842,0.0041,-1.1153,65.4626,38.8229,-1.1131,-1.1153,-0.524,29.7222,1
132.4857,49.8712,1.6327,0.9163,94.2838,44.1109,1.3929,0.9163,1.5201,33.2617,1
47.0509,30.1667,-1.014,-1.5548,43.6475,29.4804,0.9448,-1.5548,-0.0433,1.2876,1
55.8584,50.8678,0.4394,0.1074,47.7048,47.2265,0.1422,0.1074,0.2963,38.5236,1
63.9475,50.5098,0.7142,0.3535,36.4826,36.3919,-0.0706,0.3535,0.3825,14.2102,1
41.5142,41.3017,0.1014,2.1606,69.377,38.5833,1.1916,2.1606,0.6296,2.7992,1
79.6281,51.1041,-1.0127,0.1093,48.9489,36.3992,-0.8082,0.1093,-0.9276,18.8754,1
35.8145,35.6449,0.0975,0.1745,92.8513,34.1775,1.6568,0.1745,0.8635,6.6417,1
49.388,47.7035,0.265,0.0706,45.0243,44.4557,0.1598,0.0706,0.2142,4.4596,1
116.5108,59.8105,-1.2864,1.7357,59.5878,59.3635,0.0869,1.7357,-0.602,119.0388,1
42.9359,25.8659,1.0935,1.0566,46.4501,23.9386,-1.2818,1.0566,-0.062,2.9054,1
50.5333,48.8082,0.2651,-0.1791,41.5915,39.9848,-0.2825,-0.1791,0.0178,12.5069,1
67.7639,47.1533,-0.9039,2.5914,112.243,30.7262,-1.9694,2.5914,-1.3335,16.5397,1
172.8066,37.7727,2.2016,-1.8271,50.2802,36.3115,0.8512,-1.8271,1.538,4.9167,1
165.9427,61.2957,-1.6531,-1.6084,148.4304,37.7866,-2.0447,-1.6084,-1.803,30.1471,1
93.5317,37.3281,-1.5693,-2.1448,27.9865,27.7638,0.1266,-2.1448,-0.8231,17.2866,1
82.5127,46.0992,1.1861,-2.7922,47.5479,40.7615,0.5693,-2.7922,0.8961,9.9846,1
52.174,51.6706,-0.1395,-1.3236,42.1905,39.2971,0.3814,-1.3236,0.0863,12.3989,1
54.3107,50.2158,-0.4012,2.3204,54.002,44.2832,-0.651,2.3204,-0.5183,5.945,1
39.2813,36.9589,-0.3527,-0.2569,104.6728,35.3271,-1.7496,-0.2569,-1.0375,3.1168,1
217.572,47.0228,2.2132,0.6467,221.5553,43.2024,2.3183,0.6467,2.2635,22.8409,1
48.7894,46.3905,0.3202,-0.979,93.6824,31.9832,1.7373,-0.979,0.9162,25.5516,1
86.2077,57.1253,-0.9705,-2.9741,25.3095,24.1029,0.3151,-2.9741,-0.5623,33.0908,1
250.2589,45.4228,2.3913,0.0574,69.245,38.4388,1.1939,0.0574,1.8373,10.6582,1
67.9326,62.1373,0.4286,-1.0348,34.431,34.2881,-0.0913,-1.0348,0.2422,28.8323,1
55.4521,38.2253,-0.9169,-1.0147,150.308,37.6914,-2.0603,-1.0147,-1.485,9.213,1
122.1723,51.2015,1.5157,-0.8948,47.3549,34.9668,0.8187,-0.8948,1.2304,16.8944,1
90.402,53.3577,1.119,-2.8825,58.3382,48.4601,0.6281,-2.8825,0.8852,55.1278,1
114.5035,99.6043,0.5404,3.0714,55.1256,32.0296,1.1384,3.0714,0.6892,100.519,1
141.9136,47.3583,1.7615,-2.334,133.9796,46.8429,1.712,-2.334,1.7369,1.5386,1
78.8215,54.9656,0.9009,2.3811,51.7724,39.6837,0.762,2.3811,0.8426,17.4851,1
80.2035,43.7593,-1.2146,3.1075,154.5349,40.4013,-2.0172,3.1075,-1.6007,6.7832,1
63.0251,55.7801,0.5043,2.0525,54.9305,54.7727,-0.0759,2.0525,0.2168,14.853,1
140.9883,48.9951,1.7184,-1.0763,27.1675,26.7905,0.1676,-1.0763,1.1358,28.7764,1
215.4162,49.6912,-2.1463,0.1431,28.191,25.1606,-0.486,0.1431,-1.543,32.3677,1
68.2086,66.948,0.1938,2.9889,44.1624,40.9553,-0.3932,2.9889,-0.0309,57.1014,1
53.4008,43.3882,-0.6669,3.0404,44.1164,41.7462,-0.3354,3.0404,-0.5043,4.362,1
56.0242,27.7222,1.3289,2.4524,29.251,22.7827,0.7368,2.4524,1.061,21.9861,1
209.253,50.5328,2.0992,0.5703,144.2493,41.5735,1.9158,0.5703,2.0164,19.1516,1
56.906,44.16,-0.7426,-0.5466,81.2308,43.8375,-1.2276,-0.5466,-0.9842,1.4682,1
287.0725,52.2999,-2.3875,1.1012,118.4671,35.6022,-1.872,1.1012,-2.1777,20.508,1
49.3879,44.0967,0.4851,2.2126,75.9546,41.092,1.2246,2.2126,0.8424,14.8177,1
289.1292,56.2925,2.3198,1.8441,85.9844,35.3849,1.5357,1.8441,2.0131,20.9129,1
113.5446,31.3708,1.9598,-2.7186,29.9692,29.966,-0.0147,-2.7186,0.9899,1.4081,1
56.7543,45.9023,0.6748,2.5237,46.0721,43.8237,0.319,2.5237,0.5009,2.3207,1
59.2973,35.5178,1.1007,-1.5152,34.5649,27.2877,-0.715,-1.5152,0.2875,8.9217,1
137.8791,70.6133,-1.2891,3.0285,35.4613,35.2906,0.0983,3.0285,-0.7984,100.1653,1
183.6099,34.342,2.3607,-2.2398,42.49,32.7365,0.7539,-2.2398,1.5733,1.8135,1
42.3664,41.0495,0.2526,-0.6339,49.5097,36.4234,-0.8242,-0.6339,-0.2564,4.8153,1
47.8979,46.9449,-0.2012,2.7526,42.9508,42.7545,0.0958,2.7526,-0.0596,9.4161,1
55.6816,32.643,-1.1274,-0.1985,161.9693,29.8612,-2.3754,-0.1985,-1.7267,4.7851,1
141.0116,41.5063,1.8937,-1.4709,40.7825,32.5413,0.6975,-1.4709,1.3606,8.9812,1
168.7319,34.1681,2.2798,1.2244,33.2672,29.5831,0.494,1.2244,1.4382,4.776,1
120.7102,44.028,1.6667,-2.4947,170.6642,43.322,2.0477,-2.4947,1.8556,4.7906,1
78.9555,43.097,-1.2141,-2.3852,41.9392,39.1764,-0.3734,-2.3852,-0.8126,3.9647,1
78.7321,46.3737,1.1216,-0.374,84.0272,40.4287,1.3611,-0.374,1.2332,16.9474,1
60.857,39.5308,-0.9969,2.8161,36.088,22.3986,1.0559,2.8161,-0.1876,25.5303,1
79.4404,79.1563,0.0847,-0.6388,27.8983,26.1558,-0.363,-0.6388,-0.0279,56.5018,1
74.9603,43.3607,-1.1439,1.1831,186.1351,38.6592,-2.2539,1.1831,-1.67,9.3478,1
175.4705,43.3513,2.0757,-0.7523,66.279,39.8054,1.0974,-0.7523,1.6059,3.6125,1
236.4689,65.4522,-1.9579,2.0527,108.6973,34.4816,-1.8151,2.0527,-1.9086,36.3659,1
165.6428,42.5395,-2.0356,-1.1028,44.1553,33.5548,-0.7753,-1.1028,-1.4715,8.9961,1
120.5143,48.4509,1.5613,-0.0747,127.049,40.0635,1.8214,-0.0747,1.6791,10.184,1
102.1645,44.852,1.4643,-2.5252,110.6808,44.4093,1.5634,-2.5252,1.5136,1.34,1
138.1797,72.0807,1.2677,-1.6711,65.8868,29.5527,1.4403,-1.6711,1.3179,45.986,1
52.0197,46.253,0.4943,-0.7503,47.8351,44.5942,0.379,-0.7503,0.4377,10.4796,1
46.0545,40.7582,-0.5044,-2.8562,99.8142,38.4637,-1.6074,-2.8562,-1.0414,6.6613,1
93.2562,48.8815,-1.262,1.1342,58.8538,41.6926,-0.8788,1.1342,-1.0854,7.1998,1
93.2917,83.4943,-0.4798,1.2566,108.4925,31.3552,-1.9129,1.2566,-0.9097,109.0389,1
66.3553,55.772,-0.6067,-0.0914,57.2738,37.6844,-0.98,-0.0914,-0.7576,21.8246,1
40.2566,39.6495,0.1748,1.0158,69.5695,35.6666,-1.2879,1.0158,-0.5236,4.8409,1
93.7838,58.4526,-1.0505,2.0348,34.7094,31.605,-0.4397,2.0348,-0.8336,26.9272,1
46.1732,45.0068,-0.2272,0.6653,46.0358,43.3207,0.3522,0.6653,0.0571,10.1465,1
139.7124,63.1717,1.4313,0.6788,137.9084,38.1832,1.9576,0.6788,1.631,59.1932,1
102.9508,33.7519,-1.7803,-0.7196,99.5797,32.8041,-1.7752,-0.7196,-1.7778,1.0797,1
59.5975,52.0389,-0.5327,-0.5488,65.3624,37.91,-1.1406,-0.5488,-0.7903,14.14,1
118.8842,47.6261,-1.5651,-3.0134,104.6012,44.9432,-1.4882,-3.0134,-1.5278,8.4934,1
56.6749,25.5764,1.4335,-0.1095,35.5497,24.1725,-0.9357,-0.1095,0.2723,4.6765,1
126.2839,42.2974,1.7576,-0.2365,59.7456,41.7375,0.8984,-0.2365,1.3307,1.7207,1
87.5512,48.5199,1.1959,-0.847,101.429,44.7761,1.4581,-0.847,1.3218,5.1552,1
204.0841,46.7829,-2.1528,0.7388,90.6537,38.4137,-1.5035,0.7388,-1.859,8.4222,1
42.7621,42.1438,-0.1711,-2.755,63.9281,33.4663,1.2635,-2.755,0.4755,28.7668,1
253.9281,48.5286,2.3388,-2.4574,133.6121,38.6763,1.9112,-2.4574,2.1488,12.1901,1
93.4741,45.1752,-1.356,0.8684,59.8685,42.6566,-0.8706,0.8684,-1.1201,3.576,1
77.5244,50.147,1.0024,2.4144,85.9059,38.0902,1.4532,2.4144,1.1975,14.0474,1
82.9497,47.1842,1.1644,0.5024,34.7118,34.0067,0.2033,0.5024,0.7565,13.9764,1
123.5075,42.8982,-1.719,2.3264,124.7563,27.6203,-2.1885,2.3264,-1.9037,16.9654,1
65.0884,50.8874,-0.7307,1.154,70.9838,36.2717,-1.2918,1.154,-0.9654,15.3169,1
57.1807,49.6061,-0.5458,2.2457,54.229,41.1736,-0.7767,2.2457,-0.6506,8.5013,1
37.6156,37.2401,0.1419,2.1546,69.9843,28.6948,-1.5397,2.1546,-0.6098,14.4272,1
46.8999,41.2156,-0.5193,0.5032,96.1168,38.2842,-1.5714,0.5032,-1.0276,15.9966,1
31.1679,30.5569,0.1996,-3.0491,89.751,24.6799,-1.9647,-3.0491,-0.7979,6.9272,1
36.7739,36.5869,-0.1011,1.6615,131.7156,28.8829,-2.1983,1.6615,-1.0575,46.0904,1
40.3771,40.2943,0.0641,1.5503,57.3093,40.1662,-0.8939,1.5503,-0.4142,4.1135,1
216.2761,44.9095,-2.2541,2.1643,112.9497,32.9527,-1.903,2.1643,-2.1052,15.9754,1
44.6582,44.6488,0.0206,-1.0198,45.737,38.4447,-0.6066,-1.0198,-0.2703,6.2055,1
122.2315,23.246,2.3438,3.1166,23.6724,22.4684,-0.3259,3.1166,1.0237,9.6116,1
55.1779,47.6849,0.5535,-2.3108,43.4682,42.4768,0.2156,-2.3108,0.3942,5.7314,1
78.6519,51.3605,0.99,-1.6738,133.9149,49.562,1.651,-1.6738,1.3148,1.8038,1
50.2424,46.7682,-0.3831,1.231,42.1889,41.7521,-0.1445,1.231,-0.2705,17.125,1
170.2742,45.3493,-1.9979,0.4177,45.6861,32.6122,-0.8679,0.4177,-1.5167,14.3533,1
79.511,76.7879,-0.2655,2.1882,46.9345,24.0595,-1.2881,2.1882,-0.5254,58.0322,1
47.5491,35.7737,-0.7906,1.9516,39.8164,30.6962,0.7529,1.9516,-0.0684,6.9721,1
161.3038,34.8184,-2.2144,1.3641,35.4906,31.0064,-0.5315,1.3641,-1.4128,6.6453,1
129.7279,33.5256,-2.0291,0.5498,39.8887,33.23,-0.6229,0.5498,-1.3287,0.5795,1
109.9463,47.0103,-1.4936,0.0738,40.5413,35.0703,-0.5516,0.0738,-1.0865,14.0549,1
39.0549,35.8259,0.4214,-1.3401,42.6306,29.4853,-0.9123,-1.3401,-0.1888,10.7786,1
60.5062,51.8555,0.5699,0.6153,48.6581,38.266,0.7213,0.6153,0.6342,18.8855,1
85.2114,41.1758,1.3562,0.1711,157.5665,41.0349,2.0212,0.1711,1.6881,13.5313,1
129.853,128.2618,-0.1574,0.565,74.368,28.2469,-1.623,0.565,-0.4674,121.3509,1
27.3797,21.3473,-0.7351,-1.1971,91.8349,20.6319,2.1734,-1.1971,0.7039,5.2593,1
61.2989,50.259,-0.6512,0.2516,60.7452,45.4122,-0.8002,0.2516,-0.722,31.4141,1
49.6732,40.3251,-0.6684,-1.7688,182.5267,37.4213,-2.2671,-1.7688,-1.443,3.1346,1
47.6778,43.0028,0.4622,1.6597,82.5646,42.3532,1.2873,1.6597,0.8717,2.7085,1
55.2834,43.8762,0.7063,-1.5213,103.5052,37.9026,1.6624,-1.5213,1.1519,6.5392,1
46.8431,32.8463,-0.8932,-2.921,33.419,28.0868,0.6068,-2.921,-0.1928,5.2596,1
184.316,95.3689,-1.2772,-2.0492,30.6056,29.441,-0.2804,-2.0492,-1.0272,101.5182,1
81.042,40.5956,-1.3148,1.6317,37.9377,35.595,0.3608,1.6317,-0.522,5.2925,1
45.8018,33.5228,-0.8317,0.6021,41.6528,31.417,0.7868,0.6021,-0.0442,12.2462,1
65.8598,36.8434,-1.1846,-2.0089,34.6524,30.7657,0.4975,-2.0089,-0.4053,17.283,1
84.3537,48.6776,-1.1468,-2.1655,37.5019,34.8149,-0.3904,-2.1655,-0.8286,16.58,1
58.0712,41.4773,0.8671,-3.0968,126.9328,39.0455,1.8475,-3.0968,1.3436,6.7834,1
94.1205,42.7568,-1.4261,2.2152,52.4723,41.7065,-0.7039,2.2152,-1.0693,1.0942,1
67.3126,51.6427,0.7605,1.0486,53.1751,40.7328,0.763,1.0486,0.7616,11.5417,1
70.0111,62.167,0.4972,2.4064,32.0326,31.4284,0.1958,2.4064,0.3957,36.6034,1
83.4319,45.9933,1.2022,0.2357,133.2818,41.1188,1.8445,0.2357,1.506,10.7737,1
55.4554,52.9303,-0.3077,-2.3878,45.7105,29.8534,0.9898,-2.3878,0.1806,23.1715,1
118.1115,44.8383,1.6236,-1.6428,31.8745,31.8241,-0.0563,-1.6428,0.9006,13.6988,1
66.6815,40.184,1.0931,1.1338,172.1554,39.9274,2.1408,1.1338,1.6154,0.3198,1
124.1525,49.162,1.5778,2.3795,163.0594,42.0883,2.0304,2.3795,1.7869,12.1061,1
58.1633,43.3858,0.8036,-0.8642,122.6938,41.4131,1.7495,-0.8642,1.2663,7.0851,1
36.0096,33.9863,0.3434,-0.6811,67.6731,26.9286,-1.5725,-0.6811,-0.5282,7.1087,1
106.6739,35.6448,-1.7602,-2.6596,29.3173,23.6857,0.6766,-2.6596,-0.7126,14.3538,1
160.9416,44.2725,-1.9643,0.0696,45.0478,30.1946,-0.9552,0.0696,-1.548,16.1476,1
27.4424,26.65,0.2433,3.0284,109.0503,25.8597,-2.1179,3.0284,-0.9249,4.017,1
51.7634,43.5847,0.6034,-0.3389,82.466,37.3673,1.4289,-0.3389,0.9862,10.3182,1
184.2316,59.8044,-1.7908,-1.0165,114.7351,40.2279,-1.709,-1.0165,-1.7579,28.6319,1
86.2103,45.3086,1.2589,-1.0045,41.0844,39.1349,0.3143,-1.0045,0.8188,22.9812,1
189.819,50.1313,-2.0067,-3.0912,142.1174,44.2272,-1.8353,-3.0912,-1.9263,6.0986,1
181.0088,53.406,1.8913,-0.9346,101.6595,36.3997,1.6865,-0.9346,1.8082,21.0811,1
123.436,46.4715,1.6325,-0.3948,98.7541,42.8036,1.4785,-0.3948,1.5587,10.0603,1
107.905,41.1359,1.619,2.9121,191.033,41.1282,2.2171,2.9121,1.918,2.4184,1
49.5163,41.1099,0.6291,-0.9936,109.728,41.0243,1.6401,-0.9936,1.1341,2.8467,1
234.6342,47.6627,2.2765,0.0651,25.8098,23.1481,0.4751,0.0651,1.6292,27.4407,1
30.2664,28.5878,-0.341,-2.3874,94.4852,26.959,1.9263,-2.3874,0.7688,13.4578,1
45.4272,37.9563,-0.6176,-1.6461,115.0983,37.5448,-1.7857,-1.6461,-1.1987,7.7603,1
35.6756,34.7979,-0.2241,2.4745,101.988,31.482,-1.8439,2.4745,-1.0005,7.7223,1
36.225,36.2099,0.0289,1.0346,90.4998,29.6542,1.7809,1.0346,0.8347,8.1505,1
