E1,pt1,eta1,phi1,E2,pt2,eta2,phi2,Rapidity,Pt,Class
49.1343,48.9118,0.0953,-1.8162,48.3838,43.274,0.4813,-1.8162,0.2767,10.0443,1
63.0769,33.2559,-1.2552,-1.5063,35.2302,30.8638,0.5258,-1.5063,-0.3912,12.635,1
54.1471,32.5473,1.0963,0.5129,37.989,24.3202,1.016,0.5129,1.062,12.4181,1
38.1163,32.7452,0.5652,1.9314,56.9616,31.2976,-1.2062,1.9314,-0.3044,2.1655,1
100.6608,39.0167,1.601,-1.5406,31.0794,31.0433,0.0482,-1.5406,0.8988,12.35,1
187.8142,51.4182,1.9693,-1.3506,25.3522,21.6721,0.5748,-1.3506,1.5224,30.0614,1
47.3216,44.6964,-0.3411,-2.6718,88.8665,25.4717,-1.9215,-2.6718,-0.9489,20.8173,1
235.155,46.8957,-2.2954,-0.3375,240.2526,44.6028,-2.3683,-0.3375,-2.3309,3.3682,1
63.0632,56.275,-0.4864,1.1482,53.6124,41.1001,-0.7617,1.1482,-0.6027,31.3227,1
116.7777,43.1867,1.6518,2.6167,65.8749,42.2875,1.0124,2.6167,1.3354,15.1711,1
209.4925,48.7553,2.1372,-0.8878,161.0247,46.0081,1.9248,-0.8878,2.0341,5.6779,1
29.9986,28.9144,-0.273,-2.3833,92.3765,26.5013,1.9206,-2.3833,0.789,4.1506,1
54.5333,33.9441,-1.0522,2.2803,48.0635,29.889,1.0534,2.2803,-0.0492,5.591,1
219.6089,42.8822,2.3169,-2.9426,70.1115,42.4483,1.0873,-2.9426,1.7049,0.8492,1
54.871,37.685,0.922,0.6122,171.6434,34.7555,2.2798,0.6122,1.577,13.8991,1
38.2723,38.1718,0.0726,0.0846,90.5984,25.8672,1.9256,0.0846,0.8581,12.3091,1
71.6401,63.5537,0.4993,2.8895,37.1675,31.8861,0.5679,2.8895,0.5222,38.9136,1
49.9902,49.9178,0.0538,-0.8908,44.264,36.9585,-0.6188,-0.8908,-0.2341,18.4235,1
80.6606,38.2517,-1.3775,-0.563,96.1461,21.4406,-2.1811,-0.563,-1.6715,25.5933,1
97.8132,42.2579,-1.4821,2.4661,28.8442,26.094,0.4552,2.4661,-0.6923,41.3763,1
39.7881,39.6879,-0.0711,0.7819,61.4495,38.7081,1.0369,0.7819,0.4766,5.2568,1
44.461,42.0221,0.3391,-0.6485,91.1035,32.5882,1.6875,-0.6485,0.9389,17.4747,1
267.2532,51.3205,-2.3339,-3.0114,164.6898,44.3818,-1.9857,-3.0114,-2.1723,30.938,1
225.7373,45.3302,2.2883,1.2801,95.6848,39.8192,1.5234,1.2801,1.9295,7.8646,1
210.8156,44.1813,-2.2447,-1.7564,95.1619,37.9307,-1.5706,-1.7564,-1.9324,8.4171,1
91.2904,47.5292,1.2699,-0.8752,125.5725,44.1855,1.7051,-0.8752,1.4797,30.5252,1
88.6216,44.0748,-1.3231,-0.636,44.6243,40.63,-0.4399,-0.636,-0.8984,10.7265,1
121.7576,77.5378,1.0228,1.5095,49.3361,22.5169,1.4208,1.5095,1.1134,55.4505,1
44.855,44.5079,-0.1248,2.9551,63.1462,31.0136,1.3375,2.9551,0.4944,15.0014,1
185.1989,48.8482,2.008,-2.8183,118.043,39.1089,1.7692,-2.8183,1.9018,10.3816,1
42.4246,41.914,0.1559,-2.0206,52.8169,41.7072,-0.7146,-2.0206,-0.2783,11.2596,1
59.6534,43.4478,-0.8389,-0.148,53.7953,40.6746,0.7831,-0.148,-0.05,3.284,1
182.6949,62.5586,1.7342,-2.0629,95.9757,37.2228,1.6004,-2.0629,1.6842,36.1718,1
64.476,48.6025,0.7877,0.2834,36.2262,35.3557,0.2215,0.2834,0.5481,16.6078,1
182.7934,41.3227,2.1671,2.8835,90.9013,39.9825,1.4622,2.8835,1.8202,2.2025,1
36.2298,23.8097,-0.9815,-1.9599,55.5555,23.378,1.5112,-1.9599,0.2571,1.5002,1
212.4936,42.5249,-2.2918,0.4738,42.7243,40.2933,-0.3456,0.4738,-1.3389,31.5887,1
103.4228,69.9855,0.9423,-2.8158,41.8289,33.5246,0.6901,-2.8158,0.8604,47.6432,1
124.9058,30.2279,2.097,-0.1162,31.0544,30.193,0.2383,-0.1162,1.1681,0.3518,1
83.8109,44.1476,-1.2562,2.6885,138.7216,40.5357,-1.9014,2.6885,-1.5655,4.1938,1
34.5521,34.5138,-0.0471,1.684,89.2214,32.5417,-1.6667,1.684,-0.8372,2.3821,1
50.5706,50.5064,-0.0504,-1.1605,53.8326,30.7997,-1.1573,-1.1605,-0.4813,19.9916,1
119.3715,47.2718,-1.5777,-2.0452,40.5164,34.5951,-0.577,-2.0452,-1.1491,16.4868,1
82.0027,44.8333,1.2121,2.8591,26.4118,22.4059,-0.5894,2.8591,0.5551,22.439,1
31.3376,28.5057,-0.4421,-3.0258,90.1941,24.5457,1.9755,-3.0258,0.7042,8.0602,1
80.5963,59.9158,0.8086,0.9546,29.5141,29.0569,-0.1772,0.9546,0.4754,30.967,1
145.18,41.8971,-1.9144,-1.5773,60.4121,40.3323,-0.9605,-1.5773,-1.4459,2.7099,1
131.9272,27.1493,2.2633,-2.3395,22.8635,21.7034,-0.3255,-2.3395,1.0651,5.6097,1
39.7016,39.6601,0.0458,-3.0827,75.4174,33.89,1.4383,-3.0827,0.6948,5.7779,1
203.0813,46.2082,2.1604,2.8785,108.6049,43.0301,1.5772,2.8785,1.8789,5.6933,1
53.2428,47.1304,-0.5039,-0.3354,52.5692,42.5172,-0.6748,-0.3354,-0.585,8.1181,1
57.988,42.3381,0.8353,-0.2144,39.8494,25.0064,-1.0418,-0.2144,0.0881,26.6234,1
79.284,49.4416,-1.0498,-0.3138,46.6834,39.8013,-0.5799,-0.3138,-0.8398,19.4575,1
113.0498,44.7978,-1.577,-1.4838,46.4765,41.4752,-0.4863,-1.4838,-1.0508,5.5032,1
59.8194,53.0358,0.5005,-2.454,40.0225,38.4255,0.2873,-2.454,0.4109,17.9597,1
187.7121,35.6437,-2.3453,2.8626,46.5278,34.693,-0.8041,2.8626,-1.5835,5.539,1
59.3196,54.3026,0.4266,1.6787,66.528,30.1185,1.4299,1.6787,0.7947,24.2313,1
196.4005,73.0153,1.6461,-2.9956,162.3315,59.8997,1.6542,-2.9956,1.6498,97.1598,1
46.6394,46.242,0.131,-0.5348,44.9788,44.9453,-0.0386,-0.5348,0.0474,2.421,1
46.0996,46.0702,-0.0357,3.0295,45.2128,44.6135,0.1637,3.0295,0.0624,2.4305,1
123.9824,48.1348,1.5993,-2.4071,60.4299,41.0326,0.9376,-2.4071,1.2939,26.6477,1
52.3651,41.8988,-0.6929,-0.1127,204.6999,39.0624,-2.3403,-0.1127,-1.4929,54.7774,1
97.6898,47.7263,-1.3436,-0.3644,163.7181,42.4429,-2.0259,-0.3644,-1.6655,5.821,1
52.4023,41.6867,-0.7025,-0.089,89.9327,40.9934,-1.4223,-0.089,-1.0595,1.2868,1
139.8801,46.6278,1.7627,2.1474,158.1816,44.5647,1.9395,2.1474,1.8491,3.0476,1
46.866,46.3576,-0.148,2.3001,55.4758,25.9997,1.3909,2.3001,0.4375,20.9061,1
53.304,43.6833,-0.6521,1.8374,40.7969,37.7555,0.3987,1.8374,-0.1618,5.9767,1
102.2511,27.3076,1.9951,-0.7118,23.1966,22.033,-0.3236,-0.7118,0.9237,16.6335,1
48.2659,46.0565,0.3085,1.1747,42.8839,40.4852,-0.3426,1.1747,0.0032,8.8201,1
105.5251,84.5665,-0.6903,2.8087,34.3844,34.3434,-0.0488,2.8087,-0.5013,81.752,1
176.9463,52.2954,-1.8895,2.495,127.421,37.4219,-1.8961,2.495,-1.8922,15.4557,1
67.1184,42.9708,1.0159,0.2053,128.4805,41.1818,1.8042,0.2053,1.4021,13.8617,1
71.4032,44.7375,-1.0438,-2.0488,68.2625,44.6886,-0.9866,-2.0488,-1.0152,3.7887,1
76.8576,38.067,-1.3279,-0.9372,28.2421,20.6288,0.8347,-0.9372,-0.4869,28.4493,1
152.9291,52.3752,1.734,-1.1272,163.6319,44.8065,1.9691,-1.1272,1.8424,9.0335,1
114.6339,62.408,1.2172,1.5027,76.9738,34.2582,1.449,1.5027,1.2995,34.0648,1
44.571,42.826,-0.2845,2.5176,48.7828,33.7934,0.9101,2.5176,0.2496,9.9531,1
201.4105,50.7698,-2.0549,1.1333,160.0901,49.4237,-1.8437,1.1333,-1.9507,7.6315,1
64.6177,42.2536,0.9882,2.6207,36.5983,35.8446,-0.2047,2.6207,0.4356,7.5118,1
44.0631,41.1388,-0.3749,0.6789,55.228,37.8513,-0.9249,0.6789,-0.6387,6.4139,1
97.7515,63.8218,-0.9902,-2.824,28.2377,28.2346,-0.0148,-2.824,-0.6792,45.9042,1
44.9205,43.9129,-0.2138,-1.2112,88.5278,36.8478,-1.5232,-1.2112,-0.8182,50.6636,1
80.122,48.023,-1.0999,1.7141,167.0,46.4857,-1.952,1.7141,-1.5194,43.6143,1
306.1052,55.2382,2.3972,-1.5911,241.1225,43.7284,2.3921,-1.5911,2.3949,15.6914,1
83.1586,35.905,1.4828,-2.9592,29.8338,28.7967,-0.2676,-2.9592,0.6851,10.1442,1
83.7694,64.1731,0.7629,-2.448,36.562,35.276,0.2692,-2.448,0.5864,44.7064,1
55.7122,50.1379,0.4673,-2.5447,52.6698,40.5595,0.7547,-2.5447,0.5959,14.7274,1
41.9391,41.8818,0.0523,1.5663,54.4149,41.7106,-0.7619,1.5663,-0.354,9.1141,1
141.3241,101.3532,0.8612,0.6624,26.1705,21.4389,-0.6527,0.6624,0.5472,111.7443,1
43.0361,37.9157,-0.514,2.0687,45.2397,35.2423,0.7365,2.0687,0.0909,3.0913,1
51.1041,23.9949,1.3888,-2.8148,22.4644,21.9417,0.2178,-2.8148,0.8269,3.3887,1
71.8917,48.3854,-0.9496,2.7935,32.6964,27.0162,0.6376,2.7935,-0.3454,33.732,1
50.4946,31.947,1.0313,-3.0319,38.7139,20.8879,-1.2279,-3.0319,0.0731,18.012,1
174.2039,43.5081,2.0645,2.6443,104.0589,43.3505,1.5223,2.6443,1.7938,18.4961,1
88.0995,42.7851,1.3504,2.3781,187.5046,41.8021,2.1813,2.3781,1.7613,1.3532,1
58.6413,50.6129,-0.5561,-1.2488,39.7374,38.5918,-0.2431,-1.2488,-0.4205,12.0376,1
67.55,51.7206,-0.7637,-0.153,71.2794,42.0943,-1.1184,-0.153,-0.923,10.4136,1
61.9548,49.0895,0.709,-2.0068,54.6416,42.3833,0.7433,-2.0068,0.7249,10.4461,1
67.0869,66.534,-0.1288,1.4807,41.6943,41.6901,0.0141,1.4807,-0.0737,66.6106,1
84.2567,40.3093,-1.3676,-1.2163,176.1213,34.8152,-2.3044,-1.2163,-1.804,5.8077,1
97.0415,74.232,-0.7651,-0.2201,60.4465,38.552,-1.0209,-0.2201,-0.8527,55.6693,1
108.5024,45.9435,-1.5043,-0.739,155.6744,44.8518,-1.9161,-0.739,-1.7078,3.5414,1
81.7289,49.4483,-1.0882,0.598,32.1982,32.1747,0.0383,0.598,-0.6334,18.9136,1
68.069,58.7171,0.5572,-0.3965,32.2998,31.8811,-0.1619,-0.3965,0.3001,27.6855,1
33.089,25.8382,0.7327,0.15,70.2888,25.4103,-1.6762,0.15,-0.4648,4.1457,1
62.6305,42.3145,-0.9444,-1.9387,39.4736,39.388,-0.0659,-1.9387,-0.52,3.6799,1
47.9882,44.9094,0.3682,0.8013,43.4365,42.0996,-0.2514,0.8013,0.0681,7.9394,1
50.0418,50.0396,-0.0092,-2.9025,48.8326,36.0003,-0.8211,-2.9025,-0.3522,25.833,1
72.5828,41.9745,1.1442,2.0111,62.5378,40.9569,0.9861,2.0111,1.0661,6.2558,1
74.6708,37.8566,-1.3009,2.4661,37.7607,24.1747,-1.0159,2.4661,-1.1896,14.2344,1
43.3648,43.2172,-0.0826,2.9853,53.4121,35.8422,0.9536,2.9853,0.391,22.9688,1
134.6901,43.7153,1.791,-2.7883,65.3888,40.3248,1.064,-2.7883,1.4416,3.608,1
124.1394,115.1614,-0.3923,-3.0869,109.6699,41.6661,-1.6227,-3.0869,-0.745,156.7036,1
92.9969,42.9081,-1.4086,-1.0239,53.1705,41.6197,-0.7288,-1.0239,-1.0737,1.6182,1
84.075,48.7268,-1.1415,-2.3551,148.1325,30.7079,-2.2558,-2.3551,-1.5834,21.16,1
132.0756,47.2724,1.6869,-1.2927,94.2556,43.7843,1.401,-1.2927,1.5494,9.4161,1
73.4297,42.0898,1.155,1.1085,36.9854,36.4884,-0.1649,1.1085,0.5363,22.3137,1
68.7927,45.9294,-0.9604,-2.6933,122.8426,44.6916,-1.6694,-2.6933,-1.3103,4.1846,1
73.4926,69.0858,0.3553,-1.4988,33.2084,28.6594,0.5562,-1.4988,0.4143,45.9457,1
48.094,39.2797,0.658,-0.153,41.6793,36.8558,0.5062,-0.153,0.5845,2.4688,1
63.4065,52.5376,0.6326,-2.5077,67.1218,36.874,1.2064,-2.5077,0.8705,20.7056,1
82.7425,76.6963,0.3945,2.7304,29.6005,27.8484,0.3529,2.7304,0.3834,53.6806,1
36.4495,36.3659,0.0678,-1.0726,67.1283,27.0228,-1.5598,-1.0726,-0.6467,14.0676,1
66.5278,47.5477,-0.8662,2.8902,67.3983,41.1601,-1.0764,2.8902,-0.9637,13.8557,1
55.6573,45.8389,0.6434,-1.2755,69.9315,32.8803,1.3873,-1.2755,0.9567,14.4198,1
66.7,53.2877,-0.6954,-0.4923,39.0434,38.5991,-0.1516,-0.4923,-0.4659,21.0094,1
75.0661,55.9811,0.8039,-2.4402,39.2758,35.7476,0.4407,-2.4402,0.662,21.8297,1
141.6717,32.2498,2.1599,2.4181,22.4452,22.1966,-0.1495,2.4181,1.1577,24.2749,1
194.6601,57.9615,-1.8817,-0.9542,222.887,51.7244,-2.1401,-0.9542,-2.0036,34.8711,1
88.7889,51.3191,1.1449,1.592,27.6942,27.367,-0.1545,1.592,0.6709,25.3841,1
54.5655,53.0971,0.2346,-0.5962,40.4045,40.3725,0.0398,-0.5962,0.1505,27.4829,1
106.7577,27.0544,2.0494,-0.3882,25.5019,24.4309,-0.295,-0.3882,0.9192,4.0448,1
166.3362,54.3955,-1.783,-0.9857,62.193,50.9665,-0.6521,-0.9857,-1.2342,82.3141,1
102.6706,48.2061,-1.3889,-2.5927,31.2049,29.7437,-0.3122,-2.5927,-0.9675,19.4445,1
88.2283,38.4252,-1.4732,3.0056,33.3305,32.4455,-0.233,3.0056,-0.8996,6.0479,1
51.5287,51.4868,-0.0404,-0.2236,51.2942,28.8602,-1.1776,-0.2236,-0.4631,23.0411,1
122.1071,42.398,1.7193,-1.3562,224.9018,41.9155,2.3644,-1.3562,2.0401,0.8691,1
71.9201,31.7045,-1.4597,-2.3159,27.2455,26.2214,0.2786,-2.3159,-0.657,6.1739,1
138.8021,64.3037,-1.404,1.35,71.6821,33.8147,-1.3835,1.35,-1.397,34.3546,1
135.0787,44.007,1.787,-2.0602,82.5807,43.3793,1.2595,-2.0602,1.5251,10.6209,1
42.574,38.8246,0.436,3.0091,102.1898,35.6854,1.7133,3.0091,1.0509,3.1398,1
200.182,51.711,-2.0296,0.9426,184.1543,43.3296,-2.1259,0.9426,-2.0735,9.9107,1
97.4793,49.6265,-1.2961,-2.743,113.4578,39.8793,-1.7063,-2.743,-1.4792,12.2342,1
41.937,41.8791,-0.0526,0.6805,61.2094,33.1919,1.2219,0.6805,0.5194,17.0257,1
36.3394,22.5062,1.0586,-1.8431,53.4265,21.34,-1.5684,-1.8431,-0.2319,1.2061,1
123.5478,51.6507,-1.5184,-0.8058,98.2434,41.5376,-1.506,-0.8058,-1.5129,12.0689,1
224.0001,92.3802,1.5334,-3.0508,77.8298,26.3166,1.7476,-3.0508,1.581,73.8242,1
38.1544,31.3075,-0.6499,-0.6972,56.9018,26.8505,1.3832,-0.6972,0.3077,4.7186,1
57.9364,42.9687,-0.8122,0.8762,37.647,36.8325,0.2099,0.8762,-0.3373,6.1401,1
71.119,51.8229,0.8382,-2.6643,60.7261,41.6306,0.9245,-2.6643,0.8767,10.6995,1
62.9081,46.3295,-0.8226,-1.2614,51.2174,44.3396,-0.55,-1.2614,-0.6893,5.7696,1
56.8378,52.0062,0.4278,3.0212,59.147,46.2238,0.7314,3.0212,0.5707,21.7528,1
94.438,39.8984,-1.5068,3.1041,24.8482,23.7195,0.3073,3.1041,-0.7849,27.9353,1
79.1445,58.4695,0.818,-0.7381,39.3281,32.2715,0.6498,-0.7381,0.7581,31.7839,1
126.5047,32.131,2.0471,2.8119,34.3636,28.3199,0.6422,2.8119,1.3829,3.9343,1
125.3168,49.1924,-1.5873,0.1497,90.3241,47.8019,-1.2507,0.1497,-1.4214,7.835,1
146.7204,46.1618,1.8238,-1.8042,78.5306,40.6344,1.2771,-1.8042,1.5675,6.3227,1
77.8918,43.8702,-1.1764,-2.8707,42.3902,39.756,-0.362,-2.8707,-0.7882,9.0666,1
97.5233,50.917,1.2666,0.9436,100.0144,39.8158,1.572,0.9436,1.4008,11.1174,1
187.609,48.7506,2.0235,2.1666,165.7177,45.7605,1.9604,2.1666,1.9929,3.3462,1
73.6412,44.8748,-1.0792,2.8406,32.0447,24.3355,0.7763,2.8406,-0.3714,34.1182,1
48.3679,23.8781,1.3316,0.4054,41.2344,20.0964,-1.3464,0.4054,0.0677,7.6036,1
77.506,30.5577,1.5825,-1.9035,31.9788,27.1758,-0.5861,-1.9035,0.5448,4.7626,1
114.5575,85.8387,-0.7968,0.5493,32.4262,21.5874,0.9643,0.5493,-0.3672,100.8857,1
39.7628,37.89,0.3131,2.5435,52.8825,30.0427,-1.1659,2.5435,-0.3536,8.4972,1
140.5423,38.2536,-1.9754,-1.2361,47.6696,37.9849,-0.6997,-1.2361,-1.3395,7.5539,1
109.3828,85.5461,-0.7302,-0.1594,121.0451,26.4439,-2.2021,-0.1594,-1.1225,97.0433,1
59.101,42.2677,-0.8652,-2.6781,30.9978,30.7261,0.1329,-2.6781,-0.4393,12.1365,1
152.0478,45.0623,-1.8866,-1.58,198.5784,42.4554,-2.2242,-1.58,-2.0504,11.1084,1
62.5412,47.872,0.7641,2.8186,52.0746,43.1497,0.6326,2.8186,0.7018,6.4135,1
77.05,49.8224,-1.0029,-0.9222,53.2078,41.8982,-0.7192,-0.9222,-0.8732,8.8338,1
28.3384,27.7863,0.199,-0.5889,107.3586,25.6556,-2.11,-0.5889,-0.9228,4.7021,1
25.3499,24.8899,-0.192,3.0986,127.3006,23.702,2.3654,3.0986,1.0658,13.5371,1
129.7573,32.9044,2.0487,-1.2128,31.3801,30.794,0.1948,-1.2128,1.1459,2.5539,1
60.5864,54.7123,0.4593,-0.1599,44.3692,35.1119,0.7111,-0.1599,0.5579,20.9842,1
99.0572,45.4995,1.4137,2.8035,60.0704,44.8397,0.8025,2.8035,1.1102,4.9213,1
99.906,43.7319,-1.4675,-2.9299,59.2942,40.4725,-0.9305,-2.9299,-1.2092,3.2594,1
175.4586,51.7494,1.8916,-2.3566,105.1237,43.0992,1.5398,-2.3566,1.7316,9.9624,1
56.7345,53.9564,0.3195,-2.3419,44.3414,43.9776,-0.1286,-2.3419,0.118,54.7669,1
101.989,65.1877,1.018,0.8196,62.698,43.0163,0.9234,0.8196,0.9804,22.1953,1
50.7769,41.9603,0.6374,-1.011,106.404,40.831,1.6119,-1.011,1.1185,12.051,1
32.4855,30.6253,0.3468,1.2396,80.9601,23.1925,-1.9221,1.2396,-0.675,19.6073,1
200.132,51.5051,-2.0335,-0.395,146.6283,42.6827,-1.9054,-0.395,-1.9754,11.1336,1
107.3836,52.8566,1.335,-1.5988,46.2985,37.9517,0.6516,-1.5988,1.0474,28.8703,1
234.1605,48.5217,-2.2562,0.9681,148.5769,45.1348,-1.8607,0.9681,-2.0655,3.5388,1
43.9076,38.2068,0.5397,2.3115,45.5366,34.8285,-0.7653,2.3115,-0.0863,3.8718,1
83.2129,50.6267,-1.0812,-1.4742,61.9669,44.1936,-0.8692,-1.4742,-0.9824,9.4196,1
27.8086,23.4502,-0.6006,2.2808,82.3347,21.1394,2.0359,2.2808,0.6727,2.427,1
103.6083,46.719,-1.4344,-1.9072,53.7678,38.2683,-0.8721,-1.9072,-1.1805,9.4835,1
178.7037,81.4848,1.4219,2.399,66.9395,28.0182,1.5171,2.399,1.4463,60.4757,1
203.8915,46.1926,-2.1648,0.9535,71.2408,35.6641,-1.3155,0.9535,-1.7918,13.8418,1
100.3704,51.0571,-1.297,0.8434,36.7311,30.4933,0.6292,0.8434,-0.5242,80.1064,1
31.0088,30.6625,-0.1501,1.9122,88.5796,29.6083,1.7598,1.9122,0.7919,5.4568,1
148.6858,66.8958,1.4369,-1.1322,212.2302,52.4665,2.075,-1.1322,1.7186,16.6662,1
47.0696,45.5623,-0.2565,-3.0012,45.187,45.185,-0.0096,-3.0012,-0.1336,1.2944,1
94.8474,40.7382,-1.4886,1.9536,24.5318,22.4039,0.4325,1.9536,-0.7477,18.3461,1
78.9787,57.7631,-0.8328,0.4861,108.0425,43.8822,-1.5501,0.4861,-1.1444,56.2074,1
73.4377,59.3772,-0.6753,1.4074,65.1912,33.7132,-1.2778,1.4074,-0.8957,32.2175,1
121.0822,90.6815,0.7975,2.0936,24.6721,23.4295,0.3243,2.0936,0.6987,67.2606,1
50.4241,48.1117,0.3088,2.3796,44.4767,43.8199,0.1729,2.3796,0.244,5.8934,1
77.6062,47.4789,-1.0741,0.3993,36.0115,34.1531,-0.3284,0.3993,-0.7595,13.3639,1
39.5912,28.1266,0.8747,0.6034,50.1201,23.0805,-1.4108,0.6034,-0.1875,5.2315,1
44.6404,44.5329,0.0695,-1.5216,50.6057,44.2342,0.5305,-1.5216,0.2992,1.2421,1
57.3672,46.8659,-0.6575,2.0232,58.5663,43.5332,-0.8088,2.0232,-0.7304,3.4316,1
70.2618,36.5825,-1.2699,-2.4945,32.9627,26.1481,0.7071,-2.4945,-0.4079,17.8015,1
87.0784,23.3748,-1.9898,-1.2975,26.1408,21.5433,0.6422,-1.2975,-0.7091,3.2352,1
85.6216,42.2047,1.3334,1.4878,134.4197,41.9767,1.8317,1.4878,1.5819,1.1147,1
45.9531,45.9521,0.0067,-0.2321,57.6442,39.1242,0.9382,-0.2321,0.4376,20.8057,1
137.4308,44.0282,-1.8047,-1.8321,80.3693,42.7188,-1.2456,-1.8321,-1.5293,30.4918,1
185.5558,40.2578,2.2092,0.4714,28.2121,25.9307,0.4165,0.4714,1.4688,14.5282,1
283.0978,72.0776,-2.0446,-2.729,27.6255,21.1433,-0.7643,-2.729,-1.7236,58.287,1
180.2239,36.2493,2.2867,2.2523,25.7937,24.6415,0.3046,2.2523,1.4411,15.3236,1
48.5566,48.4115,0.0774,2.4298,44.4906,44.4765,0.0252,2.4298,0.0524,19.7468,1
49.8126,49.0731,-0.1734,0.5578,48.4711,47.2517,-0.2267,0.5578,-0.1995,4.0175,1
66.3142,46.8113,0.8838,2.7551,59.2769,43.1742,0.8389,2.7551,0.8622,7.8096,1
64.9727,25.4253,-1.5907,2.511,34.0968,23.2935,0.9293,2.511,-0.3679,2.7221,1
96.7057,26.655,-1.9623,1.742,27.0502,26.6323,0.1769,1.742,-0.893,10.4845,1
76.3808,39.1301,-1.2888,1.3929,34.3969,34.2769,0.0836,1.3929,-0.642,5.061,1
42.9635,41.8639,-0.2287,-1.537,43.9509,41.7864,-0.3205,-1.537,-0.2746,0.6151,1
37.0593,34.3484,-0.3947,-3.1098,80.2529,23.1571,1.9145,-3.1098,0.5991,41.6589,1
51.6949,45.7173,-0.506,2.8757,61.4984,36.7743,1.1028,2.8757,0.2261,18.378,1
60.2903,46.7243,0.7447,-2.4864,94.7257,38.8178,1.5403,-2.4864,1.1076,8.8067,1
68.6139,45.9484,0.9564,-2.6041,98.2582,42.5399,1.4798,-2.6041,1.2082,5.1822,1
54.2504,45.9379,-0.5929,2.6203,71.3011,44.3401,-1.0534,2.6203,-0.8191,24.1892,1
111.1225,50.2331,-1.4316,-1.2744,110.7858,39.7773,-1.6835,-1.2744,-1.543,10.7924,1
73.9013,30.1337,1.5458,-2.4731,30.3227,24.5973,-0.6697,-2.4731,0.5195,6.6219,1
64.7181,24.0852,-1.645,-0.5431,33.048,23.6012,0.8673,-0.5431,-0.3975,0.6147,1
51.6251,48.8691,-0.3343,-2.4407,81.0169,41.8218,-1.2799,-2.4407,-0.7729,9.4229,1
34.8397,31.3066,-0.4707,-2.0975,158.5661,28.9418,-2.3856,-2.0975,-1.399,11.1175,1
177.4094,68.3115,-1.6082,2.9649,36.9581,26.0882,-0.8838,2.9649,-1.4026,43.5068,1
122.9086,77.7064,-1.0322,-2.9245,73.0247,21.8589,-1.8761,-2.9245,-1.2267,55.9054,1
348.7268,306.6304,-0.5182,2.4374,225.7994,212.6843,-0.3494,2.4374,-0.449,513.9242,1
42.3758,39.5376,0.3767,0.3311,41.721,36.7376,-0.5151,0.3311,-0.0539,3.4876,1
27.6658,27.6656,0.0038,0.0192,111.1035,27.335,2.08,0.0192,1.0372,10.1995,1
72.3026,52.9734,-0.8302,2.675,41.7187,41.6886,-0.038,2.675,-0.479,41.8654,1
108.8729,46.4511,-1.496,3.0394,26.3907,26.3624,0.0463,3.0394,-0.9054,32.6109,1
74.6814,59.0573,-0.7123,-2.4722,55.3818,47.9566,-0.5495,-2.4722,-0.6393,34.3084,1
113.6793,62.7809,-1.2,-2.07,137.1323,50.6316,-1.6536,-2.07,-1.4029,12.7891,1
82.8622,40.3145,-1.3484,0.992,38.9664,37.5421,-0.2746,0.992,-0.829,7.8741,1
38.1644,35.8769,0.3552,-0.7547,59.6591,29.0861,-1.346,-0.7547,-0.423,18.1113,1
41.1852,37.9178,-0.4122,-1.6349,107.2987,36.5739,-1.739,-1.6349,-1.0651,4.0522,1
46.8527,45.5171,-0.2417,-1.0388,39.6715,39.0201,-0.1825,-1.0388,-0.2143,6.5219,1
143.5096,43.0574,-1.8737,-2.8578,52.7336,36.9351,-0.8948,-2.8578,-1.419,6.1275,1
170.415,41.1078,2.1003,0.9522,69.685,35.481,1.2959,0.9522,1.7262,6.3952,1
89.6307,56.8592,1.0278,0.6799,48.1649,38.6109,0.6897,0.6799,0.8908,30.4702,1
59.2012,36.7205,1.0567,1.7792,39.5114,26.4685,0.9559,1.7792,1.0145,25.1226,1
59.7365,48.7191,0.6605,-2.7122,77.8818,36.947,1.3771,-2.7122,0.9715,14.8466,1
161.7223,42.5558,2.0104,1.3618,64.9059,40.0254,1.0641,1.3618,1.5508,6.3257,1
122.7762,48.7361,-1.5751,1.8783,129.0907,44.4027,-1.7294,1.8783,-1.6487,11.5065,1
112.5807,47.3382,-1.512,1.4088,82.7744,46.5511,-1.1782,1.4088,-1.3465,0.7888,1
75.0272,50.1333,-0.9593,1.543,71.709,42.8516,-1.1037,1.543,-1.0259,10.1398,1
63.9994,46.2435,0.8505,1.0285,38.1911,37.6811,0.1644,1.0285,0.5411,9.1752,1
51.0536,42.735,-0.6142,-2.6277,93.6033,41.7566,-1.4464,-2.6277,-1.0258,9.77,1
35.6953,34.8457,-0.2204,-1.8522,68.998,31.1923,1.4315,-1.8522,0.568,4.2009,1
114.4246,56.9487,1.3223,1.9959,41.4306,32.7501,0.7129,1.9959,1.0975,30.154,1
96.8876,71.7378,-0.8146,0.3412,26.8202,26.7906,0.047,0.3412,-0.5712,54.6276,1
67.9989,45.2422,0.9651,-1.5672,57.5607,44.7537,0.7396,-1.5672,0.8529,15.6582,1
51.3559,45.0906,0.5212,-1.2697,46.9762,43.5567,0.3937,-1.2697,0.4586,2.4576,1
63.5393,54.8159,0.5569,-1.103,109.7465,26.562,2.0969,-1.103,1.0984,35.9376,1
50.8593,50.7668,-0.0604,-2.3443,55.4855,30.1284,-1.2203,-2.3443,-0.5062,24.7675,1
